Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy,timestamp,hour,day_of_week
22.6666666666667,25.6,429.0,892.0,0.004358383194026,1,2023-01-07 05:00:00,5,5
22.6,25.525,433.5,882.5,0.0043278533215606,1,2023-01-07 06:00:00,6,5
22.62,25.476,436.2,887.2,0.0043247721230379,1,2023-01-07 07:00:00,7,5
22.625,25.55,442.5,889.25,0.0043387478042347,1,2023-01-07 08:00:00,8,5
22.6,25.39,443.4,889.2,0.0043048051801356,1,2023-01-07 09:00:00,9,5
22.65,25.42,438.0,880.75,0.0043231196096785,1,2023-01-07 10:00:00,10,5
22.6,25.2675,442.5,868.75,0.0042838925937963,1,2023-01-07 11:00:00,11,5
22.6,25.218000000000004,439.8,861.0,0.0042754425979387,1,2023-01-07 12:00:00,12,5
22.6,25.2,439.8,860.6,0.0042723699287058,1,2023-01-07 13:00:00,13,5
22.6,25.2,435.5,864.0,0.0042723699287058,1,2023-01-07 14:00:00,14,5
22.6,25.15,430.75,859.0,0.0042638348945876,1,2023-01-07 15:00:00,15,5
22.6,25.14,440.6,854.4,0.0042621279156802,1,2023-01-07 16:00:00,16,5
22.6,25.15,428.2,847.4,0.0042638348945876,1,2023-01-07 17:00:00,17,5
22.6,25.04,432.2,837.2,0.0042450586383824,1,2023-01-07 18:00:00,18,5
22.6,25.05,431.75,834.75,0.0042467655242407,1,2023-01-07 19:00:00,19,5
22.6,25.06,429.2,832.4,0.0042484724194037,1,2023-01-07 20:00:00,20,5
22.6,25.0,433.0,832.0,0.0042382311879931,1,2023-01-07 21:00:00,21,5
22.6,25.0,433.0,836.25,0.0042382311879931,1,2023-01-07 22:00:00,22,5
22.6,25.0,428.2,832.6,0.0042382311879931,1,2023-01-07 23:00:00,23,5
22.6,25.025,428.25,821.5,0.0042424983270408,1,2023-01-08 00:00:00,0,6
22.6,25.1,425.4,832.4,0.0042553000931024,1,2023-01-08 01:00:00,1,6
22.6,25.08,429.2,832.4,0.0042518862376435,1,2023-01-08 02:00:00,2,6
22.56,25.02,433.0,830.75,0.0042312841785683,1,2023-01-08 03:00:00,3,6
22.58,25.08,433.0,821.5,0.0042466904885792,1,2023-01-08 04:00:00,4,6
22.575,25.075,433.0,818.25,0.0042445402803012,1,2023-01-08 05:00:00,5,6
22.56,24.912,433.0,819.8,0.0042128959342023,1,2023-01-08 06:00:00,6,6
22.55,25.2,433.0,822.5,0.004259328097087,1,2023-01-08 07:00:00,7,6
22.6,24.9175,433.0,818.0,0.0042241500417115,1,2023-01-08 08:00:00,8,6
22.58,25.06,433.0,812.8,0.0042432808702461,1,2023-01-08 09:00:00,9,6
22.5666666666667,24.908333333333303,433.0,816.5,0.0042139890921346,1,2023-01-08 10:00:00,10,6
22.525,24.945,433.0,822.25,0.0042094946154337,1,2023-01-08 11:00:00,11,6
22.54,24.89,433.0,825.0,0.0042040055610701,1,2023-01-08 12:00:00,12,6
22.5,24.865,433.0,816.5,0.0041894920425526,1,2023-01-08 13:00:00,13,6
22.5,24.9175,433.0,811.5,0.0041983974496394,1,2023-01-08 14:00:00,14,6
22.5,24.911666666666697,433.0,811.0,0.0041974079474546,1,2023-01-08 15:00:00,15,6
22.56,24.81,433.0,812.2,0.0041955302504974,1,2023-01-08 16:00:00,16,6
22.525,24.89,426.0,814.25,0.0042001506349515,1,2023-01-08 17:00:00,17,6
22.52,24.976,430.2,824.0,0.0042134725650431,1,2023-01-08 18:00:00,18,6
22.575,25.075,433.0,834.5,0.0042445402803012,1,2023-01-08 19:00:00,19,6
22.6,25.0,433.0,837.0,0.0042382311879931,1,2023-01-08 20:00:00,20,6
22.6,25.0214285714286,433.0,841.166666666667,0.0042418887321879,1,2023-01-08 21:00:00,21,6
22.6,25.042857142857105,433.0,845.333333333333,0.0042455463191068,1,2023-01-08 22:00:00,22,6
22.6,25.1,433.0,854.75,0.0042553000931024,1,2023-01-08 23:00:00,23,6
22.6,25.1,428.333333333333,850.333333333333,0.0042553000931024,1,2023-01-09 00:00:00,0,0
22.6,25.08,424.6,845.4,0.0042518862376435,1,2023-01-09 01:00:00,1,0
22.6,25.1666666666667,433.0,854.333333333333,0.0042666798801117,1,2023-01-09 02:00:00,2,0
22.6,25.0666666666667,428.333333333333,849.333333333333,0.0042496103546815,0,2023-01-09 03:00:00,3,0
22.6,25.2,422.5,853.0,0.0042723699287058,0,2023-01-09 04:00:00,4,0
22.6,25.2,423.666666666667,853.0,0.0042723699287058,0,2023-01-09 05:00:00,5,0
22.54,25.16,424.6,852.0,0.0042499210749079,0,2023-01-09 06:00:00,6,0
22.54,25.16,427.4,853.6,0.0042499210749079,0,2023-01-09 07:00:00,7,0
22.54,25.14,421.8,845.6,0.0042465196948245,0,2023-01-09 08:00:00,8,0
22.525,25.1,426.0,834.25,0.0042358291516948,0,2023-01-09 09:00:00,9,0
22.5,25.04,421.8,826.4,0.0042191777179225,0,2023-01-09 10:00:00,10,0
22.5,25.0,419.0,819.6,0.0042123921725526,0,2023-01-09 11:00:00,11,0
22.5,25.0,419.0,829.6,0.0042123921725526,0,2023-01-09 12:00:00,12,0
22.5,25.0,419.0,824.0,0.0042123921725526,0,2023-01-09 13:00:00,13,0
22.5,24.912,419.0,814.2,0.0041974644903524,0,2023-01-09 14:00:00,14,0
22.5,24.89,419.0,813.5,0.0041937326810038,0,2023-01-09 15:00:00,15,0
22.5,24.89,419.0,813.8,0.0041937326810038,0,2023-01-09 16:00:00,16,0
22.5,24.89,419.0,811.0,0.0041937326810038,0,2023-01-09 17:00:00,17,0
22.478,24.87,419.0,804.6,0.0041847041110814,0,2023-01-09 18:00:00,18,0
22.456,24.83,419.0,807.8,0.0041723081806431,0,2023-01-09 19:00:00,19,0
22.5,24.856666666666698,419.0,802.333333333333,0.0041880785091658,0,2023-01-09 20:00:00,20,0
22.4175,24.7475,419.0,796.75,0.0041485663655058,0,2023-01-09 21:00:00,21,0
22.456,24.81,419.0,794.4,0.0041689249564186,0,2023-01-09 22:00:00,22,0
22.39,24.7,419.0,790.6,0.0041335864845916,0,2023-01-09 23:00:00,23,0
22.4175,24.7225,419.0,789.75,0.0041443475474366,0,2023-01-10 00:00:00,0,1
22.39,24.7,419.0,782.2,0.0041335864845916,0,2023-01-10 01:00:00,1,1
22.39,24.7225,419.0,772.25,0.0041373769438958,1,2023-01-10 02:00:00,2,1
22.39,24.717083333333303,419.0,772.925,0.0041364644217209,1,2023-01-10 03:00:00,3,1
22.39,24.711666666666694,419.0,773.6,0.0041355519022058,1,2023-01-10 04:00:00,4,1
22.39,24.625,419.0,773.75,0.0041209519516853,1,2023-01-10 05:00:00,5,1
22.39,24.754,416.2,771.8,0.0041426836640226,1,2023-01-10 06:00:00,6,1
22.39,24.912,418.6,782.8,0.0041693028555172,1,2023-01-10 07:00:00,7,1
22.39,25.245,415.0,796.5,0.0042254127412676,1,2023-01-10 08:00:00,8,1
22.39,25.0925,310.25,809.0,0.0041997155245303,1,2023-01-10 09:00:00,9,1
22.39,25.0,0.0,805.5,0.0041841297156888,0,2023-01-10 10:00:00,10,1
22.35,24.978,0.0,791.4,0.0041701963227552,0,2023-01-10 11:00:00,11,1
22.323333333333306,25.0,0.0,779.333333333333,0.004167082415804,0,2023-01-10 12:00:00,12,1
22.365,24.9725,0.0,780.75,0.0041731034537826,0,2023-01-10 13:00:00,13,1
22.315,24.89,0.0,781.75,0.0041465078408381,0,2023-01-10 14:00:00,14,1
22.29,24.9175,0.0,781.0,0.0041447669794061,0,2023-01-10 15:00:00,15,1
22.29,24.912,0.0,778.4,0.004143846016637,0,2023-01-10 16:00:00,16,1
22.26,24.856666666666698,0.0,769.333333333333,0.0041269875633749,0,2023-01-10 17:00:00,17,1
22.254,24.85,0.0,766.5,0.0041243566010876,0,2023-01-10 18:00:00,18,1
22.23,24.7933333333333,0.0,763.25,0.0041088413539211,0,2023-01-10 19:00:00,19,1
22.26,24.823333333333306,0.0,762.333333333333,0.0041214165116405,0,2023-01-10 20:00:00,20,1
22.2,24.79,0.0,761.5,0.0041007372696356,0,2023-01-10 21:00:00,21,1
22.2,24.79,0.0,761.0,0.0041007372696356,0,2023-01-10 22:00:00,22,1
22.2,24.736,0.0,757.0,0.0040917458809511,0,2023-01-10 23:00:00,23,1
22.2,24.79,0.0,752.333333333333,0.0041007372696356,0,2023-01-11 00:00:00,0,2
22.1333333333333,24.7,0.0,748.666666666667,0.004069083657579,0,2023-01-11 01:00:00,1,2
22.1,24.7,0.0,746.25,0.0040607721003326,0,2023-01-11 02:00:00,2,2
22.15,24.7225,0.0,745.25,0.0040769798224863,0,2023-01-11 03:00:00,3,2
22.1,24.7,0.0,740.666666666667,0.0040607721003326,0,2023-01-11 04:00:00,4,2
22.1,24.7,0.0,738.0,0.0040607721003326,0,2023-01-11 05:00:00,5,2
22.1333333333333,24.7,0.0,732.666666666667,0.004069083657579,0,2023-01-11 06:00:00,6,2
22.1,24.7,0.0,727.0,0.0040607721003326,0,2023-01-11 07:00:00,7,2
22.1,24.675,0.0,716.0,0.0040566352014082,0,2023-01-11 08:00:00,8,2
22.0666666666667,24.6666666666667,0.0,723.25,0.0040469709990182,0,2023-01-11 09:00:00,9,2
22.0666666666667,24.6666666666667,0.0,718.333333333333,0.0040469709990182,0,2023-01-11 10:00:00,10,2
22.0,24.58,0.0,716.6,0.0040161927873323,0,2023-01-11 11:00:00,11,2
21.978,24.6,0.0,714.0,0.0040140562223397,0,2023-01-11 12:00:00,12,2
21.978,24.56,0.0,714.2,0.0040074872493194,0,2023-01-11 13:00:00,13,2
21.945,24.6,0.0,715.0,0.0040059300193702,0,2023-01-11 14:00:00,14,2
21.926666666666694,24.5,0.0,706.666666666667,0.0039850515749311,0,2023-01-11 15:00:00,15,2
21.89,24.5,0.0,706.0,0.0039760854761051,0,2023-01-11 16:00:00,16,2
21.89,24.525,0.0,698.75,0.0039801686683372,0,2023-01-11 17:00:00,17,2
21.89,24.5,0.0,692.5,0.0039760854761051,0,2023-01-11 18:00:00,18,2
21.89,24.5,0.0,694.75,0.0039760854761051,0,2023-01-11 19:00:00,19,2
21.815,24.4175,0.0,697.25,0.0039443892826123,0,2023-01-11 20:00:00,20,2
21.823333333333306,24.463333333333303,0.0,692.0,0.0039538650728109,0,2023-01-11 21:00:00,21,2
21.79,24.39,0.0,691.0,0.0039338681379609,0,2023-01-11 22:00:00,22,2
21.79,24.39,0.0,689.75,0.0039338681379609,0,2023-01-11 23:00:00,23,2
21.79,24.39,0.0,689.0,0.0039338681379609,0,2023-01-12 00:00:00,0,3
21.7675,24.39,0.0,687.0,0.0039284295374367,0,2023-01-12 01:00:00,1,3
21.7675,24.365,0.0,679.75,0.0039243774514047,0,2023-01-12 02:00:00,2,3
21.754,24.35,0.0,668.4,0.0039186916601666,0,2023-01-12 03:00:00,3,3
21.7,24.29,0.0,665.666666666667,0.0038960130145852,0,2023-01-12 04:00:00,4,3
21.7,24.29,0.0,664.75,0.0038960130145852,0,2023-01-12 05:00:00,5,3
21.7,24.29,0.0,668.0,0.0038960130145852,0,2023-01-12 06:00:00,6,3
21.7,24.29,0.0,661.25,0.0038960130145852,0,2023-01-12 07:00:00,7,3
21.64,24.236,0.0,658.2,0.0038729719939613,0,2023-01-12 08:00:00,8,3
21.6,24.2,0.0,656.0,0.0038576731827532,0,2023-01-12 09:00:00,9,3
21.6,24.2,0.0,654.8,0.0038576731827532,0,2023-01-12 10:00:00,10,3
21.6,24.2225,0.0,653.75,0.0038612821279309,0,2023-01-12 11:00:00,11,3
21.5,24.26,0.0,650.333333333333,0.0038435524030295,0,2023-01-12 12:00:00,12,3
21.5,24.2,0.0,650.75,0.0038339879085467,0,2023-01-12 13:00:00,13,3
21.55,24.2,0.0,648.25,0.0038458144762779,0,2023-01-12 14:00:00,14,3
21.5,24.2,0.0,640.333333333333,0.0038339879085467,0,2023-01-12 15:00:00,15,3
21.5,24.2,0.0,638.0,0.0038339879085467,0,2023-01-12 16:00:00,16,3
21.5,24.2,0.0,636.25,0.0038339879085467,0,2023-01-12 17:00:00,17,3
21.5,24.2,0.0,636.333333333333,0.0038339879085467,0,2023-01-12 18:00:00,18,3
21.5,24.15,0.0,635.75,0.0038260177197901,0,2023-01-12 19:00:00,19,3
21.5,24.175,0.0,635.5,0.0038300027887925,0,2023-01-12 20:00:00,20,3
21.5,24.125,0.0,627.5,0.0038220327015384,0,2023-01-12 21:00:00,21,3
21.5,24.15,0.0,626.25,0.0038260177197901,0,2023-01-12 22:00:00,22,3
21.5,24.125,0.0,621.5,0.0038220327015384,0,2023-01-12 23:00:00,23,3
21.5,24.1,0.0,621.75,0.0038180477340365,0,2023-01-13 00:00:00,0,4
21.5,24.1,0.0,620.666666666667,0.0038180477340365,0,2023-01-13 01:00:00,1,4
21.5,24.1,0.0,617.0,0.0038180477340365,0,2023-01-13 02:00:00,2,4
21.5,24.1,0.0,612.75,0.0038180477340365,0,2023-01-13 03:00:00,3,4
21.4725,24.075,0.0,614.5,0.0038076058153611,0,2023-01-13 04:00:00,4,4
21.39,24.0,0.0,617.333333333333,0.0037764193861109,0,2023-01-13 05:00:00,5,4
21.426666666666694,23.926666666666694,0.0,614.25,0.0037733300018249,0,2023-01-13 06:00:00,6,4
21.39,23.9725,0.0,610.75,0.0037720659972821,0,2023-01-13 07:00:00,7,4
21.39,23.9175,0.0,603.0,0.0037633594013354,0,2023-01-13 08:00:00,8,4
21.39,23.945,0.0,603.5,0.003767712669024,0,2023-01-13 09:00:00,9,4
21.365,23.89,0.0,602.0,0.0037532161493875,0,2023-01-13 10:00:00,10,4
21.323333333333306,24.0,0.0,605.666666666667,0.0037609248571389,0,2023-01-13 11:00:00,11,4
21.34,23.9725,0.0,604.5,0.0037604533217008,0,2023-01-13 12:00:00,12,4
21.315,23.9725,0.0,599.0,0.0037546588075488,0,2023-01-13 13:00:00,13,4
21.356666666666698,24.0,0.0,600.0,0.0037686651040406,0,2023-01-13 14:00:00,14,4
